annotation_id,participant_id,dialogue_id,is_gold_standard,is_prolific_user,accuracy,novelty,interaction_adequacy,explainability,cui_adaptability,cui_understanding,cui_response_quality,cui_attentiveness,perceived_ease_of_use,perceived_usefulness,user_control,transparency,cui_humanness,cui_rapport,trust_confidence,satisfaction,intention_to_use,intention_to_purchase,time_spent,timestamp
600,P083,dialogue_5937,0,1,3,3,2,2,2,2,4,4,1,3,3,4,4,4,4,4,5,5,104.0,2026-01-03 20:46:47.949953
601,P081,dialogue_6833,0,1,4,2,3,4,3,4,4,4,4,4,4,4,4,4,3,3,3,3,289.0,2026-01-03 20:46:50.537517
602,P098,dialogue_13757,0,1,4,3,4,4,4,4,4,4,4,4,4,4,3,3,4,4,4,4,90.0,2026-01-03 20:46:53.660127
605,P077,dialogue_6880,0,1,3,3,3,2,2,3,4,2,3,4,2,3,4,3,3,3,3,3,92.0,2026-01-03 20:46:57.094342
606,P080,dialogue_18505,0,1,4,3,4,2,3,3,5,5,3,4,5,3,3,3,3,4,3,4,562.0,2026-01-03 20:47:11.668817
607,P096,dialogue_9693,0,1,2,2,1,1,1,1,1,1,2,2,2,2,3,2,2,2,1,1,128.0,2026-01-03 20:47:11.940989
608,P070,dialogue_14947,0,1,4,3,4,3,4,3,3,4,4,4,3,3,5,4,4,4,4,5,417.0,2026-01-03 20:47:12.462137
609,P075,dialogue_7613,0,1,5,2,4,2,4,4,5,4,4,5,5,5,5,5,5,5,5,5,120.0,2026-01-03 20:47:14.260588
610,P100,dialogue_6518,0,1,4,3,4,3,4,4,4,5,4,4,4,4,4,3,4,5,3,3,71.0,2026-01-03 20:47:16.817691
611,P107,dialogue_8022,0,1,4,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,4,81.0,2026-01-03 20:47:17.061637
612,P082,dialogue_17721,0,1,4,2,4,2,3,4,3,4,3,3,4,3,4,3,3,3,2,3,122.0,2026-01-03 20:47:18.310638
613,P066,dialogue_3220,0,1,5,5,5,5,4,5,5,5,5,5,4,5,4,5,5,5,4,4,73.0,2026-01-03 20:47:22.076080
614,P108,dialogue_16623,0,1,4,3,4,3,4,4,4,4,4,4,4,4,4,3,4,4,3,3,163.0,2026-01-03 20:47:29.523466
615,P076,dialogue_11916,0,1,4,4,4,4,4,4,4,4,4,4,4,4,5,4,4,4,4,4,110.0,2026-01-03 20:47:31.937853
616,P092,dialogue_14214,0,1,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,124.0,2026-01-03 20:47:33.973494
617,P067,dialogue_6833,0,1,5,4,5,4,5,5,5,5,5,5,5,5,5,4,5,5,5,4,60.0,2026-01-03 20:47:36.034833
619,P068,dialogue_12924,0,1,3,2,4,4,3,3,3,3,3,2,3,2,4,3,2,2,2,2,162.0,2026-01-03 20:47:42.047427
620,P081,dialogue_11689,0,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,53.0,2026-01-03 20:47:43.966117
621,P083,dialogue_5819,0,1,5,5,5,5,5,5,5,5,4,4,4,5,5,4,5,5,5,5,57.0,2026-01-03 20:47:45.534335
622,P099,dialogue_12056,0,1,1,1,1,1,1,1,1,3,3,1,1,2,5,2,1,1,1,1,119.0,2026-01-03 20:47:48.420146
623,P103,dialogue_10370,0,1,1,3,4,3,2,1,1,2,4,2,3,3,4,3,1,1,1,1,314.0,2026-01-03 20:47:54.246867
624,P100,GOLD_001,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,43.0,2026-01-03 20:47:59.679573
625,P094,dialogue_8022,0,1,3,2,2,1,3,3,3,2,3,2,2,2,3,2,2,3,1,1,219.0,2026-01-03 20:48:02.292195
626,P093,dialogue_16768,0,1,2,1,2,2,1,1,2,2,2,1,1,1,2,1,1,1,1,1,237.0,2026-01-03 20:48:04.784998
627,P074,dialogue_5766,0,1,4,1,4,3,3,5,3,4,4,2,4,4,3,3,3,2,4,2,244.0,2026-01-03 20:48:12.937887
628,P096,dialogue_18505,0,1,2,2,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,63.0,2026-01-03 20:48:14.990107
629,P105,dialogue_11246,0,1,3,1,2,1,1,1,1,2,1,1,2,3,4,1,1,1,1,1,323.0,2026-01-03 20:48:17.149725
630,P086,dialogue_5692,0,1,3,3,2,2,3,4,3,3,3,3,2,3,3,3,3,3,4,3,154.0,2026-01-03 20:48:18.590272
631,P077,dialogue_2496,0,1,3,2,3,2,4,3,4,4,3,3,3,3,3,3,3,3,3,3,89.0,2026-01-03 20:48:26.824407
633,P065,dialogue_14589,0,1,2,2,3,2,3,3,2,3,3,3,2,3,3,3,3,3,3,3,179.0,2026-01-03 20:48:32.729462
634,P104,dialogue_10899,0,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,138.0,2026-01-03 20:48:33.367868
635,P083,GOLD_001,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,49.0,2026-01-03 20:48:34.928628
636,P107,dialogue_4653,0,1,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,4,78.0,2026-01-03 20:48:35.918039
637,P082,dialogue_7525,0,1,4,4,4,3,4,4,4,5,3,4,4,4,5,4,3,3,3,3,79.0,2026-01-03 20:48:37.919150
638,P066,dialogue_14706,0,1,3,3,3,3,3,3,4,3,3,3,3,3,3,3,4,3,3,3,78.0,2026-01-03 20:48:40.671993
639,P090,dialogue_5473,0,1,2,2,1,1,1,1,1,1,1,1,4,2,4,1,1,1,1,1,234.0,2026-01-03 20:48:52.867868
640,P075,dialogue_13860,0,1,2,1,4,1,1,1,1,4,1,1,3,3,5,3,1,1,1,1,100.0,2026-01-03 20:48:54.232678
641,P079,dialogue_8894,0,1,4,5,3,4,4,4,4,4,3,5,3,4,4,3,4,3,3,4,210.0,2026-01-03 20:48:58.079700
642,P100,dialogue_12375,0,1,2,2,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,60.0,2026-01-03 20:48:59.380140
643,P084,dialogue_7525,0,1,4,2,4,3,2,3,4,4,4,3,4,4,4,3,3,3,3,1,168.0,2026-01-03 20:49:01.314822
645,P099,dialogue_13757,0,1,5,3,4,1,2,3,5,5,5,5,3,4,5,2,3,3,3,3,73.0,2026-01-03 20:49:01.826383
646,P069,dialogue_14706,0,1,2,1,2,1,2,2,2,3,2,1,2,2,3,1,2,1,1,1,227.0,2026-01-03 20:49:10.161970
647,P103,dialogue_12375,0,1,1,2,2,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,76.0,2026-01-03 20:49:11.883250
649,P068,dialogue_9527,0,1,2,2,3,4,2,2,3,3,3,3,3,4,5,3,2,3,2,2,100.0,2026-01-03 20:49:22.301658
650,P106,dialogue_12086,0,1,4,4,5,4,4,4,4,5,4,5,4,4,4,3,4,4,5,5,157.0,2026-01-03 20:49:22.684203
651,P065,GOLD_002,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,59.0,2026-01-03 20:49:31.404892
652,P096,dialogue_10748,0,1,2,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,78.0,2026-01-03 20:49:33.558081
653,P077,GOLD_002,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,67.0,2026-01-03 20:49:33.623977
654,P082,dialogue_3232,0,1,5,4,4,4,5,4,4,5,4,4,5,4,5,4,4,4,4,4,56.0,2026-01-03 20:49:33.803261
655,P092,dialogue_13159,0,1,4,4,4,2,3,3,2,3,3,3,2,3,2,1,2,2,2,2,123.0,2026-01-03 20:49:36.950124
657,P098,dialogue_19019,0,1,3,3,3,2,2,2,3,2,2,3,2,3,1,2,2,3,2,3,164.0,2026-01-03 20:49:37.670207
659,P078,dialogue_18994,0,1,2,1,4,1,2,1,2,2,1,1,2,3,3,2,1,2,1,1,386.0,2026-01-03 20:49:44.658002
660,P102,dialogue_6518,0,1,3,2,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,437.0,2026-01-03 20:49:53.434046
661,P107,dialogue_5110,0,1,4,5,5,5,5,5,5,5,5,5,5,5,3,5,5,4,5,4,78.0,2026-01-03 20:49:54.560290
662,P100,dialogue_7535,0,1,4,3,4,3,3,3,4,3,3,3,3,3,3,3,3,3,2,2,65.0,2026-01-03 20:50:04.085284
663,P108,dialogue_10899,0,1,3,3,4,2,3,3,3,3,4,3,4,3,2,2,3,3,2,2,154.0,2026-01-03 20:50:04.216145
664,P094,dialogue_14926,0,1,4,4,4,2,4,4,4,4,4,4,4,3,4,3,4,4,3,2,122.0,2026-01-03 20:50:04.933507
665,P087,dialogue_4377,0,1,3,3,4,2,2,3,3,4,2,3,4,3,4,3,4,3,3,3,324.0,2026-01-03 20:50:06.713788
666,P093,dialogue_19206,0,1,5,4,5,5,5,5,5,5,4,5,4,4,5,5,5,5,5,5,123.0,2026-01-03 20:50:07.545760
667,P066,dialogue_12262,0,1,3,3,3,2,3,3,3,2,3,2,3,3,3,3,3,3,2,2,88.0,2026-01-03 20:50:09.651272
668,P096,GOLD_001,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,41.0,2026-01-03 20:50:14.383484
669,P099,dialogue_17721,0,1,3,3,4,1,2,2,2,4,3,3,3,3,4,2,3,3,2,2,86.0,2026-01-03 20:50:27.565534
671,P078,dialogue_15966,0,1,5,5,5,4,4,5,5,4,5,5,4,5,5,4,4,5,5,5,48.0,2026-01-03 20:50:32.614056
672,P110,dialogue_12262,0,1,2,2,3,2,3,2,4,3,3,2,2,2,3,1,3,2,2,1,235.0,2026-01-03 20:50:34.736690
673,P070,dialogue_11246,0,1,3,3,4,4,3,4,4,5,4,4,4,4,5,4,3,4,4,4,205.0,2026-01-03 20:50:38.894653
674,P103,dialogue_16623,0,1,4,5,5,3,5,5,5,5,4,5,5,5,4,3,5,5,5,5,87.0,2026-01-03 20:50:40.530543
675,P077,dialogue_14863,0,1,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,2,70.0,2026-01-03 20:50:43.595949
677,P075,dialogue_12628,0,1,3,4,4,2,2,2,2,3,3,3,3,3,4,4,2,3,2,2,116.0,2026-01-03 20:50:49.998792
678,P086,dialogue_13524,0,1,4,4,4,3,4,4,4,5,4,4,5,4,4,4,4,4,4,3,151.0,2026-01-03 20:50:50.356654
679,P068,GOLD_002,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,89.0,2026-01-03 20:50:51.833740
680,P104,dialogue_5745,0,1,4,4,4,2,3,3,2,3,2,2,3,2,3,2,3,2,2,3,138.0,2026-01-03 20:50:51.926967
681,P098,dialogue_668,0,1,4,3,4,4,4,4,5,4,4,4,4,4,4,3,4,4,4,4,83.0,2026-01-03 20:51:01.263241
683,P083,dialogue_5350,0,1,3,4,4,4,3,3,3,3,3,3,3,3,2,2,2,2,1,3,149.0,2026-01-03 20:51:04.457724
684,P107,dialogue_1050,0,1,3,3,4,1,3,3,3,3,4,4,4,4,2,4,4,2,1,1,71.0,2026-01-03 20:51:06.548472
685,P100,dialogue_5766,0,1,4,1,3,3,4,4,4,4,3,3,3,4,3,3,4,4,2,3,64.0,2026-01-03 20:51:08.496231
688,P096,dialogue_16623,0,1,2,2,2,2,2,2,1,1,1,2,1,1,1,1,1,1,1,1,71.0,2026-01-03 20:51:25.887483
689,P108,dialogue_7535,0,1,3,2,4,2,2,3,2,2,4,3,3,3,3,2,3,3,2,2,84.0,2026-01-03 20:51:28.773159
691,P075,GOLD_001,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,44.0,2026-01-03 20:51:34.166544
692,P106,dialogue_11916,0,1,1,1,3,1,1,1,1,2,1,1,1,3,3,1,1,1,1,1,135.0,2026-01-03 20:51:38.087723
693,P099,dialogue_11418,0,1,1,1,1,1,2,1,2,2,1,1,1,1,5,1,1,1,1,1,79.0,2026-01-03 20:51:46.888265
694,P065,dialogue_18505,0,1,3,2,3,3,3,4,4,3,3,3,3,3,4,3,4,4,3,3,137.0,2026-01-03 20:51:49.002809
695,P103,dialogue_16323,0,1,5,3,5,3,5,5,5,5,5,4,5,4,4,3,4,5,5,5,69.0,2026-01-03 20:51:49.447269
697,P107,GOLD_002,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,55.0,2026-01-03 20:52:01.858373
698,P083,dialogue_5692,0,1,3,1,1,1,1,1,4,1,1,2,1,1,3,2,3,3,2,2,58.0,2026-01-03 20:52:02.772237
699,P100,dialogue_13159,0,1,1,1,3,1,2,1,3,1,1,1,2,3,2,2,1,1,1,1,58.0,2026-01-03 20:52:07.021814
700,P078,dialogue_14863,0,1,4,4,4,3,3,4,4,4,5,4,5,4,5,4,5,5,5,5,98.0,2026-01-03 20:52:10.810054
686,P081,dialogue_13159,0,1,2,2,2,2,1,2,2,2,1,1,2,2,2,3,2,2,2,2,28.0,2026-01-03 20:52:11.336611
701,P092,dialogue_2020,0,1,4,3,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,159.0,2026-01-03 20:52:16.486872
702,P084,dialogue_4995,0,1,4,4,5,5,4,4,4,5,4,4,4,4,5,3,4,4,5,3,198.0,2026-01-03 20:52:19.473867
703,P094,dialogue_12056,0,1,5,4,5,3,5,5,5,5,5,5,5,4,5,4,5,5,4,4,135.0,2026-01-03 20:52:19.776502
704,P096,dialogue_8554,0,1,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,1,1,56.0,2026-01-03 20:52:21.946021
705,P099,GOLD_002,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,1,1,1,1,1,37.0,2026-01-03 20:52:23.588664
676,P102,dialogue_2368,0,1,3,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,33.0,2026-01-03 20:52:27.462656
706,P076,dialogue_7535,0,1,3,3,2,3,3,3,2,2,2,3,3,2,3,3,3,2,2,2,296.0,2026-01-03 20:52:28.581190
707,P074,dialogue_9320,0,1,5,4,4,4,4,4,5,5,4,5,4,4,4,3,4,5,4,3,263.0,2026-01-03 20:52:36.050850
708,P069,dialogue_10913,0,1,1,3,2,2,2,2,1,2,2,2,3,2,2,1,2,2,1,2,206.0,2026-01-03 20:52:36.844667
709,P077,dialogue_12518,0,1,3,3,3,2,3,3,3,3,3,3,3,2,3,3,3,3,3,2,113.0,2026-01-03 20:52:37.554277
710,P105,dialogue_4995,0,1,3,2,3,2,3,4,3,4,3,3,2,3,4,3,3,3,2,3,258.0,2026-01-03 20:52:39.270539
711,P081,dialogue_7535,0,1,4,4,3,4,3,4,4,4,4,4,4,4,3,4,4,4,4,4,34.0,2026-01-03 20:52:45.385098
712,P108,dialogue_14498,0,1,4,3,4,3,3,3,3,3,4,4,4,3,3,3,4,4,4,3,78.0,2026-01-03 20:52:47.412317
713,P102,dialogue_9527,0,1,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,32.0,2026-01-03 20:52:59.620641
714,P107,dialogue_13242,0,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,58.0,2026-01-03 20:53:00.728714
715,P110,dialogue_10913,0,1,3,2,4,2,3,4,4,4,4,4,4,3,4,2,4,4,3,3,147.0,2026-01-03 20:53:02.223177
716,P087,dialogue_5665,0,1,4,5,4,3,4,4,5,4,4,5,4,3,5,5,5,5,4,4,179.0,2026-01-03 20:53:05.966225
717,P083,dialogue_5739,0,1,5,4,3,4,4,4,4,4,5,5,5,5,4,4,5,5,4,4,64.0,2026-01-03 20:53:06.972530
718,P104,dialogue_10938,0,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,137.0,2026-01-03 20:53:08.651577
719,P075,dialogue_8568,0,1,1,2,4,3,1,3,3,3,1,1,3,1,4,4,1,1,1,1,97.0,2026-01-03 20:53:11.131669
720,P096,dialogue_668,0,1,1,2,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,51.0,2026-01-03 20:53:13.046238
721,P068,dialogue_10197,0,1,4,3,4,4,4,5,5,5,4,4,5,4,5,4,4,4,4,4,144.0,2026-01-03 20:53:16.540556
723,P090,dialogue_11689,0,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,269.0,2026-01-03 20:53:21.988297
724,P093,dialogue_16223,0,1,2,1,1,1,1,1,1,2,1,1,1,1,4,1,1,1,1,1,195.0,2026-01-03 20:53:22.506818
725,P094,GOLD_002,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,63.0,2026-01-03 20:53:22.762487
726,P079,dialogue_19043,0,1,3,2,2,1,1,3,2,2,1,2,1,3,1,1,2,2,1,2,267.0,2026-01-03 20:53:25.009479
727,P106,dialogue_14214,0,1,5,3,5,4,5,5,5,5,5,5,5,5,5,3,5,5,5,5,109.0,2026-01-03 20:53:26.821742
728,P086,dialogue_2393,0,1,4,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,3,157.0,2026-01-03 20:53:27.462302
729,P100,dialogue_3496,0,1,3,4,3,3,3,4,4,4,4,4,3,4,3,3,3,4,3,3,87.0,2026-01-03 20:53:34.897882
730,P092,GOLD_002,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,85.0,2026-01-03 20:53:41.736953
731,P099,dialogue_7988,0,1,3,3,4,2,2,3,3,3,3,3,3,3,5,2,2,2,2,2,80.0,2026-01-03 20:53:43.383230
732,P074,dialogue_18650,0,1,4,5,4,4,3,4,5,5,4,5,4,4,3,3,4,4,4,3,71.0,2026-01-03 20:53:47.514479
733,P098,GOLD_001,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,166.0,2026-01-03 20:53:47.561995
734,P065,dialogue_15482,0,1,4,4,4,3,4,4,4,4,4,4,4,4,4,3,4,4,3,3,123.0,2026-01-03 20:53:52.080897
735,P103,GOLD_002,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,129.0,2026-01-03 20:53:59.909017
736,P082,dialogue_3496,0,1,4,5,5,5,4,4,5,5,5,5,4,4,5,5,4,4,4,4,272.0,2026-01-03 20:54:06.359123
737,P102,dialogue_4671,0,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,68.0,2026-01-03 20:54:08.063918
738,P093,GOLD_002,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,50.0,2026-01-03 20:54:13.051632
739,P107,dialogue_3659,0,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,82.0,2026-01-03 20:54:23.392628
740,P077,dialogue_12375,0,1,2,2,2,2,1,1,2,2,2,2,2,1,3,3,1,2,2,1,106.0,2026-01-03 20:54:24.102677
741,P108,GOLD_001,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,99.0,2026-01-03 20:54:26.450356
742,P076,dialogue_9451,0,1,4,4,4,4,4,5,4,5,5,5,4,5,4,4,4,4,4,4,118.0,2026-01-03 20:54:27.219462
743,P084,GOLD_001,1,1,1,1,2,2,1,1,1,2,1,1,1,2,1,1,1,1,2,1,134.0,2026-01-03 20:54:33.525577
744,P099,dialogue_5353,0,1,1,1,2,1,1,1,1,2,1,2,2,1,5,1,1,1,1,1,57.0,2026-01-03 20:54:40.713666
745,P096,dialogue_3669,0,1,2,2,4,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,94.0,2026-01-03 20:54:47.521927
747,P069,dialogue_18312,0,1,2,3,3,4,2,2,3,2,2,2,3,2,1,1,1,2,2,2,140.0,2026-01-03 20:54:56.689273
748,P110,dialogue_13611,0,1,2,2,3,2,3,3,3,4,2,2,2,2,3,2,2,2,2,2,115.0,2026-01-03 20:54:57.277587
749,P068,dialogue_3669,0,1,5,2,5,3,4,3,5,4,3,3,4,3,5,3,3,2,2,2,102.0,2026-01-03 20:54:58.692331
750,P106,dialogue_11363,0,1,3,3,5,2,2,2,3,2,2,1,2,1,2,1,1,1,1,1,93.0,2026-01-03 20:54:59.976802
751,P104,GOLD_001,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,116.0,2026-01-03 20:55:04.956957
752,P094,dialogue_13757,0,1,5,5,4,3,4,5,4,5,5,5,4,4,5,4,5,5,5,5,107.0,2026-01-03 20:55:09.819171
753,P079,GOLD_001,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,105.0,2026-01-03 20:55:09.946482
754,P090,dialogue_16874,0,1,4,1,4,1,3,3,3,3,3,2,2,3,3,1,2,2,2,2,109.0,2026-01-03 20:55:10.927583
755,P065,dialogue_7685,0,1,5,5,5,4,5,5,5,5,5,5,5,5,5,4,5,5,4,4,80.0,2026-01-03 20:55:12.204437
756,P111,dialogue_7246,0,1,4,2,5,4,4,5,5,5,5,4,5,4,4,4,4,5,4,4,390.0,2026-01-03 20:55:14.049036
757,P098,dialogue_16768,0,1,4,3,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,88.0,2026-01-03 20:55:15.625607
758,P092,dialogue_15955,0,1,4,5,4,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,97.0,2026-01-03 20:55:19.362941
759,P107,dialogue_2228,0,1,5,5,5,4,5,5,5,5,5,4,5,5,5,5,5,5,5,4,62.0,2026-01-03 20:55:26.135977
760,P074,dialogue_4671,0,1,2,3,3,2,2,3,2,3,2,2,3,3,3,2,3,2,2,2,102.0,2026-01-03 20:55:29.532125
761,P102,dialogue_13242,0,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,89.0,2026-01-03 20:55:37.225703
762,P093,dialogue_4377,0,1,3,3,4,4,3,4,4,4,4,4,4,4,4,3,3,4,3,4,85.0,2026-01-03 20:55:38.701767
763,P108,dialogue_8554,0,1,3,2,3,2,2,3,3,2,4,3,3,3,3,2,3,3,3,3,79.0,2026-01-03 20:55:45.591254
764,P099,dialogue_6168,0,1,3,3,3,2,2,3,4,4,3,3,3,3,5,2,3,3,2,3,70.0,2026-01-03 20:55:50.668351
765,P103,dialogue_16362,0,1,4,4,3,4,3,4,4,3,4,4,4,3,2,3,4,4,3,3,125.0,2026-01-03 20:56:06.073922
766,P106,GOLD_002,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,68.0,2026-01-03 20:56:08.132820
767,P107,dialogue_6168,0,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,55.0,2026-01-03 20:56:22.055174
768,P087,dialogue_7525,0,1,5,5,4,5,4,4,5,4,4,5,4,4,5,5,4,5,4,4,197.0,2026-01-03 20:56:23.433844
769,P075,dialogue_2393,0,1,5,5,5,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,194.0,2026-01-03 20:56:25.728274
770,P068,dialogue_5883,0,1,5,4,5,4,5,5,5,5,5,4,5,3,5,4,4,5,4,4,94.0,2026-01-03 20:56:32.787156
771,P114,dialogue_17667,0,1,5,3,5,3,5,5,5,5,5,5,5,5,3,4,4,4,5,4,233.0,2026-01-03 20:56:34.824254
772,P086,dialogue_7988,0,1,5,4,4,4,4,4,5,5,4,4,5,5,5,5,4,5,4,3,191.0,2026-01-03 20:56:38.782525
773,P115,dialogue_1286,0,1,3,4,4,3,2,3,3,3,2,2,3,3,3,3,2,3,2,2,149.0,2026-01-03 20:56:40.600400
774,P081,dialogue_18853,0,1,3,2,3,3,3,3,3,3,3,3,3,3,2,2,3,3,3,3,235.0,2026-01-03 20:56:40.784804
775,P092,dialogue_1286,0,1,3,4,3,4,3,4,3,4,4,3,4,4,4,4,4,4,3,3,83.0,2026-01-03 20:56:42.327975
776,P094,dialogue_5665,0,1,5,4,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,93.0,2026-01-03 20:56:43.337612
777,P083,dialogue_13860,0,1,3,3,4,3,3,3,5,4,3,3,3,3,3,1,2,2,3,3,216.0,2026-01-03 20:56:43.598590
778,P101,dialogue_19622,0,1,2,2,2,1,2,1,2,2,1,2,2,2,1,2,2,2,2,1,600.0,2026-01-03 20:56:45.494412
779,P113,dialogue_8554,0,1,2,3,2,2,2,3,3,3,2,3,2,2,3,2,3,3,2,2,268.0,2026-01-03 20:56:45.755109
781,P090,GOLD_001,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,103.0,2026-01-03 20:56:54.788908
782,P105,dialogue_18312,0,1,3,1,2,1,2,3,2,1,2,3,1,2,4,2,2,1,1,1,252.0,2026-01-03 20:56:55.539939
783,P104,dialogue_7525,0,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,110.0,2026-01-03 20:56:55.616298
784,P065,dialogue_10284,0,1,4,4,4,3,4,4,4,4,4,4,4,4,4,3,4,4,3,3,107.0,2026-01-03 20:56:59.624671
785,P102,GOLD_001,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,83.0,2026-01-03 20:57:00.219829
786,P071,dialogue_18853,0,1,3,2,5,1,2,3,3,3,3,2,3,2,1,2,2,1,1,1,1232.0,2026-01-03 20:57:03.728669
787,P110,dialogue_12752,0,1,4,4,4,3,4,4,5,4,4,4,4,3,4,3,4,4,4,4,127.0,2026-01-03 20:57:04.306204
788,P069,GOLD_001,1,1,1,1,4,1,1,2,1,2,1,1,2,1,1,1,1,1,1,1,130.0,2026-01-03 20:57:07.324824
789,P081,GOLD_001,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,31.0,2026-01-03 20:57:12.013938
790,P079,dialogue_2228,0,1,2,2,1,1,1,2,2,1,1,2,1,1,2,1,2,1,1,1,122.0,2026-01-03 20:57:12.596365
791,P076,dialogue_5694,0,1,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,2,2,171.0,2026-01-03 20:57:18.622635
792,P101,dialogue_9325,0,1,3,3,3,3,3,2,3,3,3,3,3,3,2,2,2,2,2,2,44.0,2026-01-03 20:57:29.714008
793,P098,dialogue_16623,0,1,4,4,4,5,5,5,4,4,4,4,4,4,4,3,4,4,4,4,139.0,2026-01-03 20:57:34.621463
794,P078,dialogue_2228,0,1,3,3,4,4,3,3,3,4,3,3,3,4,4,3,4,3,3,3,325.0,2026-01-03 20:57:36.353109
795,P084,dialogue_7200,0,1,5,2,4,4,4,5,5,5,4,4,3,4,5,3,4,4,3,3,188.0,2026-01-03 20:57:42.293515
796,P082,dialogue_18650,0,1,5,5,4,5,5,5,5,5,4,4,5,5,5,5,5,5,4,4,228.0,2026-01-03 20:57:55.216298
797,P081,dialogue_16623,0,1,2,4,3,3,3,3,3,3,3,3,2,2,3,3,3,3,3,3,44.0,2026-01-03 20:57:55.708715
798,P108,dialogue_10370,0,1,4,3,4,4,4,4,4,4,5,4,4,4,3,3,4,4,4,3,135.0,2026-01-03 20:58:01.306554
799,P101,dialogue_16091,0,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,32.0,2026-01-03 20:58:02.147175
800,P115,dialogue_8730,0,1,2,2,2,1,2,1,2,2,1,1,3,2,2,2,2,1,1,1,86.0,2026-01-03 20:58:07.068974
801,P111,dialogue_6939,0,1,4,2,4,2,3,4,5,5,4,4,5,5,2,2,4,5,3,3,174.0,2026-01-03 20:58:08.470042
802,P075,dialogue_5694,0,1,3,4,4,3,3,4,4,4,3,3,4,3,5,4,3,4,3,3,105.0,2026-01-03 20:58:11.456067
803,P106,dialogue_15903,0,1,2,2,5,2,1,2,2,2,1,2,1,1,2,1,1,2,2,1,123.0,2026-01-03 20:58:11.598122
804,P102,dialogue_668,0,1,3,4,4,3,4,3,4,3,4,4,4,4,4,4,3,3,3,3,76.0,2026-01-03 20:58:17.016232
